NEXT
523.50,151.50
519.99,143.01
511.50,139.50
168.50,139.50
160.01,143.01
156.50,151.50
156.50,301.50
160.01,309.99
168.50,313.50
511.50,313.50
519.99,309.99
523.50,301.50
523.50,151.50
523.50,151.50
523.50,151.50
NEXT
437.83,286.02
416.16,282.26
400.22,270.99
390.41,252.41
387.14,226.71
391.36,201.36
402.98,182.84
420.20,171.55
441.25,167.73
462.86,171.63
478.94,181.70
464.81,196.33
454.49,189.58
442.55,187.39
431.50,189.58
422.80,196.57
417.12,208.84
415.09,226.87
416.55,245.48
420.85,257.67
428.08,264.33
438.32,266.36
453.27,262.62
453.27,237.43
438.48,237.43
435.88,218.59
479.43,218.59
479.43,274.16
460.09,282.93
437.83,286.02
437.83,286.02
437.83,286.02
NEXT
335.95,260.83
356.59,170.65
384.05,170.65
352.04,283.26
318.40,283.26
286.23,170.65
314.83,170.65
335.14,260.83
335.95,260.83
335.95,260.83
335.95,260.83
NEXT
282.66,250.27
279.57,264.81
270.80,276.11
256.74,283.42
237.98,286.02
212.06,281.31
194.10,269.77
207.92,254.66
221.32,263.11
236.84,266.03
249.84,262.38
254.55,252.38
253.66,247.02
250.49,242.80
244.39,239.14
234.73,235.65
218.40,229.07
207.75,221.35
201.90,212.01
200.12,200.55
203.37,186.66
212.30,176.34
225.47,169.92
241.55,167.73
263.73,171.47
280.71,182.35
268.04,196.98
256.30,189.91
243.83,187.55
232.29,190.40
228.06,198.44
228.96,203.15
232.13,206.81
238.54,210.14
249.19,213.88
263.40,219.56
273.89,226.96
280.39,236.87
282.66,250.27
282.66,250.27
282.66,250.27
